jobID,skill,rating
"Stone.Cutters.and.Carvers,.Manufacturing",Persuasion,1.5
"Glass.Blowers,.Molders,.Benders,.and.Finishers",Persuasion,2
"Potters,.Manufacturing",Persuasion,2
"Paper.Goods.Machine.Setters,.Operators,.and.Tenders",Persuasion,2.12
Tire.Builders,Persuasion,1.38
Helpers--Production.Workers,Persuasion,1.38
Aircraft.Cargo.Handling.Supervisors,Persuasion,2.75
"First-Line.Supervisors.of.Helpers,.Laborers,.and.Material.Movers,.Hand",Persuasion,3.38
Recycling.Coordinators,Persuasion,3.25
First-Line.Supervisors.of.Material-Moving.Machine.and.Vehicle.Operators,Persuasion,3.12
"Airline.Pilots,.Copilots,.and.Flight.Engineers",Persuasion,2.62
Commercial.Pilots,Persuasion,3
Air.Traffic.Controllers,Persuasion,2.88
Airfield.Operations.Specialists,Persuasion,2.88
Flight.Attendants,Persuasion,2.88
"Ambulance.Drivers.and.Attendants,.Except.Emergency.Medical.Technicians",Persuasion,2.62
Driver/Sales.Workers,Persuasion,3
Heavy.and.Tractor-Trailer.Truck.Drivers,Persuasion,2
Light.Truck.Drivers,Persuasion,1.88
"Bus.Drivers,.Transit.and.Intercity",Persuasion,1.75
Locomotive.Engineers,Persuasion,1.75
"Rail.Yard.Engineers,.Dinkey.Operators,.and.Hostlers",Persuasion,1.75
"Railroad.Brake,.Signal,.and.Switch.Operators.and.Locomotive.Firers",Persuasion,2.12
Railroad.Conductors.and.Yardmasters,Persuasion,3
Subway.and.Streetcar.Operators,Persuasion,2.12
Sailors.and.Marine.Oilers,Persuasion,2.62
"Captains,.Mates,.and.Pilots.of.Water.Vessels",Persuasion,2.75
Motorboat.Operators,Persuasion,2.25
Ship.Engineers,Persuasion,2.12
Bridge.and.Lock.Tenders,Persuasion,2.25
Parking.Attendants,Persuasion,1.75
Automotive.and.Watercraft.Service.Attendants,Persuasion,2.25
Traffic.Technicians,Persuasion,2.88
Transportation.Inspectors,Persuasion,2.38
Aviation.Inspectors,Persuasion,3
"Transportation.Vehicle,.Equipment.and.Systems.Inspectors,.Except.Aviation",Persuasion,2.12
Passenger.Attendants,Persuasion,2.75
Conveyor.Operators.and.Tenders,Persuasion,2.12
Crane.and.Tower.Operators,Persuasion,2
Dredge.Operators,Persuasion,2
Hoist.and.Winch.Operators,Persuasion,2.25
Industrial.Truck.and.Tractor.Operators,Persuasion,1.75
Cleaners.of.Vehicles.and.Equipment,Persuasion,1.12
"Laborers.and.Freight,.Stock,.and.Material.Movers,.Hand",Persuasion,1.75
Recycling.and.Reclamation.Workers,Persuasion,1.5
Machine.Feeders.and.Offbearers,Persuasion,1.88
"Packers.and.Packagers,.Hand",Persuasion,0.62
Stockers.and.Order.Fillers,Persuasion,2.06
Gas.Compressor.and.Gas.Pumping.Station.Operators,Persuasion,2.12
"Pump.Operators,.Except.Wellhead.Pumpers",Persuasion,2.12
Wellhead.Pumpers,Persuasion,1.25
Refuse.and.Recyclable.Material.Collectors,Persuasion,2.12
"Tank.Car,.Truck,.and.Ship.Loaders",Persuasion,2.12
Chief.Executives,Programming,0.62
Chief.Sustainability.Officers,Programming,1.12
General.and.Operations.Managers,Programming,0.62
Advertising.and.Promotions.Managers,Programming,0.75
Marketing.Managers,Programming,1.25
Sales.Managers,Programming,0.88
Administrative.Services.Managers,Programming,0.62
Computer.and.Information.Systems.Managers,Programming,2.62
Financial.Managers,Programming,0.38
Treasurers.and.Controllers,Programming,1
Investment.Fund.Managers,Programming,1.12
Industrial.Production.Managers,Programming,0.75
Quality.Control.Systems.Managers,Programming,1.5
Geothermal.Production.Managers,Programming,1.25
Biofuels.Production.Managers,Programming,1.62
Biomass.Power.Plant.Managers,Programming,0.88
Hydroelectric.Production.Managers,Programming,1.38
Purchasing.Managers,Programming,1.12
"Transportation,.Storage,.and.Distribution.Managers",Programming,0.58
Supply.Chain.Managers,Programming,0.88
Compensation.and.Benefits.Managers,Programming,0.62
Human.Resources.Managers,Programming,1.38
Training.and.Development.Managers,Programming,0.75
"Farmers,.Ranchers,.and.Other.Agricultural.Managers",Programming,0.71
Construction.Managers,Programming,0.5
"Education.and.Childcare.Administrators,.Preschool.and.Daycare",Programming,0.62
"Education.Administrators,.Kindergarten.through.Secondary",Programming,0.75
"Education.Administrators,.Postsecondary",Programming,0.5
Architectural.and.Engineering.Managers,Programming,1.12
Biofuels/Biodiesel.Technology.and.Product.Development.Managers,Programming,1.38
Food.Service.Managers,Programming,0.62
Gambling.Managers,Programming,0.62
Lodging.Managers,Programming,0.88
Medical.and.Health.Services.Managers,Programming,1
Natural.Sciences.Managers,Programming,1.62
Clinical.Research.Coordinators,Programming,0.88
Water.Resource.Specialists,Programming,1.5
Postmasters.and.Mail.Superintendents,Programming,0.88
"Property,.Real.Estate,.and.Community.Association.Managers",Programming,0.5
Social.and.Community.Service.Managers,Programming,0.88
Emergency.Management.Directors,Programming,0.62
Funeral.Home.Managers,Programming,0.75
Fitness.and.Wellness.Coordinators,Programming,0.88
Spa.Managers,Programming,0.75
Regulatory.Affairs.Managers,Programming,0.75
Compliance.Managers,Programming,0.88
Loss.Prevention.Managers,Programming,0.75
Wind.Energy.Operations.Managers,Programming,1.25
Wind.Energy.Development.Managers,Programming,1.25
Brownfield.Redevelopment.Specialists.and.Site.Managers,Programming,0.75
"Agents.and.Business.Managers.of.Artists,.Performers,.and.Athletes",Programming,0.5
"Buyers.and.Purchasing.Agents,.Farm.Products",Programming,0.75
"Wholesale.and.Retail.Buyers,.Except.Farm.Products",Programming,0.88
"Purchasing.Agents,.Except.Wholesale,.Retail,.and.Farm.Products",Programming,0.38
"Claims.Adjusters,.Examiners,.and.Investigators",Programming,0.62
"Insurance.Appraisers,.Auto.Damage",Programming,0.5
Compliance.Officers,Programming,1.12
Environmental.Compliance.Inspectors,Programming,1.12
Equal.Opportunity.Representatives.and.Officers,Programming,1.5
Government.Property.Inspectors.and.Investigators,Programming,1.25
Coroners,Programming,0.5
Regulatory.Affairs.Specialists,Programming,1.38
Customs.Brokers,Programming,1.38
Cost.Estimators,Programming,1.62
Human.Resources.Specialists,Programming,0.62
Farm.Labor.Contractors,Programming,0.5
Labor.Relations.Specialists,Programming,0.5
Logisticians,Programming,1.75
Logistics.Engineers,Programming,2.25
Logistics.Analysts,Programming,1.75
Management.Analysts,Programming,0.88
"Meeting,.Convention,.and.Event.Planners",Programming,0.38
Fundraisers,Programming,0.5
"Compensation,.Benefits,.and.Job.Analysis.Specialists",Programming,1.5
Training.and.Development.Specialists,Programming,0.38
Market.Research.Analysts.and.Marketing.Specialists,Programming,2
Search.Marketing.Strategists,Programming,2.12
Business.Continuity.Planners,Programming,1.25
Sustainability.Specialists,Programming,0.62
Online.Merchants,Programming,1.75
Accountants.and.Auditors,Programming,1
Appraisers.and.Assessors.of.Real.Estate,Programming,0.56
Budget.Analysts,Programming,1.12
Credit.Analysts,Programming,1
Personal.Financial.Advisors,Programming,1
Insurance.Underwriters,Programming,0.75
Financial.Examiners,Programming,1
Credit.Counselors,Programming,0.75
Loan.Officers,Programming,0.88
"Tax.Examiners.and.Collectors,.and.Revenue.Agents",Programming,0.88
Tax.Preparers,Programming,0.62
Financial.Quantitative.Analysts,Programming,2.5
"Fraud.Examiners,.Investigators.and.Analysts",Programming,1
Computer.Systems.Analysts,Programming,3.62
Health.Informatics.Specialists,Programming,3.12
Information.Security.Analysts,Programming,2.25
Computer.and.Information.Research.Scientists,Programming,4.5
Computer.Network.Support.Specialists,Programming,1.75
Computer.User.Support.Specialists,Programming,2.12
Computer.Network.Architects,Programming,3.38
Telecommunications.Engineering.Specialists,Programming,2
Database.Administrators,Programming,3.88
Database.Architects,Programming,4.12
Data.Warehousing.Specialists,Programming,3.75
Network.and.Computer.Systems.Administrators,Programming,3.88
Computer.Programmers,Programming,4.88
Software.Quality.Assurance.Analysts.and.Testers,Programming,3.5
Web.Developers,Programming,4.25
Video.Game.Designers,Programming,4
Web.Administrators,Programming,2.88
Geographic.Information.Systems.Technologists.and.Technicians,Programming,3
Document.Management.Specialists,Programming,1.88
Computer.Systems.Engineers/Architects,Programming,4.12
Information.Technology.Project.Managers,Programming,1.62
Actuaries,Programming,2.75
Mathematicians,Programming,2.62
Operations.Research.Analysts,Programming,2.75
Statisticians,Programming,3.62
Biostatisticians,Programming,4
Business.Intelligence.Analysts,Programming,2.5
Clinical.Data.Managers,Programming,3.62
Bioinformatics.Technicians,Programming,3
"Architects,.Except.Landscape.and.Naval",Programming,1.25
Landscape.Architects,Programming,0.75
Cartographers.and.Photogrammetrists,Programming,1.12
Surveyors,Programming,1.5
Geodetic.Surveyors,Programming,3
Aerospace.Engineers,Programming,1.75
Agricultural.Engineers,Programming,1.62
Bioengineers.and.Biomedical.Engineers,Programming,3.5
Chemical.Engineers,Programming,2.88
Civil.Engineers,Programming,1.88
Transportation.Engineers,Programming,2.5
Water/Wastewater.Engineers,Programming,2.5
Computer.Hardware.Engineers,Programming,2.75
Electrical.Engineers,Programming,1.5
"Electronics.Engineers,.Except.Computer",Programming,2.88
Radio.Frequency.Identification.Device.Specialists,Programming,2.62
Environmental.Engineers,Programming,1.12
"Health.and.Safety.Engineers,.Except.Mining.Safety.Engineers.and.Inspectors",Programming,1.5
Fire-Prevention.and.Protection.Engineers,Programming,1.62
Industrial.Engineers,Programming,1.12
Human.Factors.Engineers.and.Ergonomists,Programming,2.38
Validation.Engineers,Programming,1
Manufacturing.Engineers,Programming,2.5
Marine.Engineers.and.Naval.Architects,Programming,1.81
Materials.Engineers,Programming,1.75
Mechanical.Engineers,Programming,2.38
Fuel.Cell.Engineers,Programming,2
Automotive.Engineers,Programming,3
"Mining.and.Geological.Engineers,.Including.Mining.Safety.Engineers",Programming,3
Nuclear.Engineers,Programming,1.12
Petroleum.Engineers,Programming,1.12
"Energy.Engineers,.Except.Wind.and.Solar",Programming,1.25
Mechatronics.Engineers,Programming,2
Microsystems.Engineers,Programming,2.5
Photonics.Engineers,Programming,2.75
Robotics.Engineers,Programming,3.88
Nanosystems.Engineers,Programming,2.75
Wind.Energy.Engineers,Programming,1.88
Solar.Energy.Systems.Engineers,Programming,1.62
Architectural.and.Civil.Drafters,Programming,1.44
Electrical.and.Electronics.Drafters,Programming,1
Mechanical.Drafters,Programming,2.25
Aerospace.Engineering.and.Operations.Technologists.and.Technicians,Programming,1.62
Civil.Engineering.Technologists.and.Technicians,Programming,1
Electrical.and.Electronic.Engineering.Technologists.and.Technicians,Programming,1.88
Electro-Mechanical.and.Mechatronics.Technologists.and.Technicians,Programming,2
Robotics.Technicians,Programming,2.75
Environmental.Engineering.Technologists.and.Technicians,Programming,2
Industrial.Engineering.Technologists.and.Technicians,Programming,1.62
Nanotechnology.Engineering.Technologists.and.Technicians,Programming,1.88
Mechanical.Engineering.Technologists.and.Technicians,Programming,1.25
Automotive.Engineering.Technicians,Programming,1.88
Non-Destructive.Testing.Specialists,Programming,1.12
Photonics.Technicians,Programming,1.62
Surveying.and.Mapping.Technicians,Programming,1.62
Animal.Scientists,Programming,1
Food.Scientists.and.Technologists,Programming,0.88
Soil.and.Plant.Scientists,Programming,2
Biochemists.and.Biophysicists,Programming,2.75
Microbiologists,Programming,2.12
Zoologists.and.Wildlife.Biologists,Programming,1.12
Bioinformatics.Scientists,Programming,1.75
Molecular.and.Cellular.Biologists,Programming,2.5
Geneticists,Programming,1.12
Biologists,Programming,3.62
Conservation.Scientists,Programming,1.5
Range.Managers,Programming,0.62
Park.Naturalists,Programming,1
Foresters,Programming,0.38
Epidemiologists,Programming,0.75
"Medical.Scientists,.Except.Epidemiologists",Programming,1.62
Astronomers,Programming,2.12
Physicists,Programming,3.88
Atmospheric.and.Space.Scientists,Programming,1.38
Chemists,Programming,1.75
Materials.Scientists,Programming,1
"Environmental.Scientists.and.Specialists,.Including.Health",Programming,2.62
Climate.Change.Policy.Analysts,Programming,1.25
Environmental.Restoration.Planners,Programming,1.88
Industrial.Ecologists,Programming,2
"Geoscientists,.Except.Hydrologists.and.Geographers",Programming,1.62
Hydrologists,Programming,2.62
Remote.Sensing.Scientists.and.Technologists,Programming,2.38
Economists,Programming,1.75
Environmental.Economists,Programming,1.75
Survey.Researchers,Programming,2.25
Industrial-Organizational.Psychologists,Programming,3.38
Clinical.and.Counseling.Psychologists,Programming,0.25
School.Psychologists,Programming,0.75
Sociologists,Programming,0.75
Urban.and.Regional.Planners,Programming,1.38
Anthropologists.and.Archeologists,Programming,1.31
Geographers,Programming,0.88
Historians,Programming,0.38
Political.Scientists,Programming,0.62
Transportation.Planners,Programming,1.75
Agricultural.Technicians,Programming,0.75
Precision.Agriculture.Technicians,Programming,1.62
Food.Science.Technicians,Programming,0.5
Biological.Technicians,Programming,1.75
Chemical.Technicians,Programming,0.62
"Environmental.Science.and.Protection.Technicians,.Including.Health",Programming,1.12
"Geological.Technicians,.Except.Hydrologic.Technicians",Programming,1.06
Nuclear.Technicians,Programming,0.75
Nuclear.Monitoring.Technicians,Programming,0.62
Social.Science.Research.Assistants,Programming,2.75
Forest.and.Conservation.Technicians,Programming,1.62
Forensic.Science.Technicians,Programming,1.25
Quality.Control.Analysts,Programming,0.75
Remote.Sensing.Technicians,Programming,3.25
Occupational.Health.and.Safety.Specialists,Programming,1.25
Occupational.Health.and.Safety.Technicians,Programming,1.12
Substance.Abuse.and.Behavioral.Disorder.Counselors,Programming,1
"Educational,.Guidance,.and.Career.Counselors.and.Advisors",Programming,1
Marriage.and.Family.Therapists,Programming,0.25
Mental.Health.Counselors,Programming,0.62
Rehabilitation.Counselors,Programming,0.5
"Child,.Family,.and.School.Social.Workers",Programming,0.5
Healthcare.Social.Workers,Programming,0.75
Mental.Health.and.Substance.Abuse.Social.Workers,Programming,1
Health.Education.Specialists,Programming,0.5
Probation.Officers.and.Correctional.Treatment.Specialists,Programming,0.75
Social.and.Human.Service.Assistants,Programming,0.88
Community.Health.Workers,Programming,0.75
Clergy,Programming,0.5
"Directors,.Religious.Activities.and.Education",Programming,0.75
Lawyers,Programming,0.75
Judicial.Law.Clerks,Programming,0.62
"Administrative.Law.Judges,.Adjudicators,.and.Hearing.Officers",Programming,0.5
"Arbitrators,.Mediators,.and.Conciliators",Programming,0.5
"Judges,.Magistrate.Judges,.and.Magistrates",Programming,0.38
Paralegals.and.Legal.Assistants,Programming,0.62
"Title.Examiners,.Abstractors,.and.Searchers",Programming,0.25
"Business.Teachers,.Postsecondary",Programming,1.25
"Computer.Science.Teachers,.Postsecondary",Programming,3.12
"Mathematical.Science.Teachers,.Postsecondary",Programming,0.88
"Architecture.Teachers,.Postsecondary",Programming,1
"Engineering.Teachers,.Postsecondary",Programming,1.62
"Agricultural.Sciences.Teachers,.Postsecondary",Programming,0.88
"Biological.Science.Teachers,.Postsecondary",Programming,0.5
"Forestry.and.Conservation.Science.Teachers,.Postsecondary",Programming,1.12
"Atmospheric,.Earth,.Marine,.and.Space.Sciences.Teachers,.Postsecondary",Programming,1
"Chemistry.Teachers,.Postsecondary",Programming,1.12
"Environmental.Science.Teachers,.Postsecondary",Programming,0.38
"Physics.Teachers,.Postsecondary",Programming,1.12
"Anthropology.and.Archeology.Teachers,.Postsecondary",Programming,0.5
"Area,.Ethnic,.and.Cultural.Studies.Teachers,.Postsecondary",Programming,1
"Economics.Teachers,.Postsecondary",Programming,1.38
"Geography.Teachers,.Postsecondary",Programming,1.38
"Political.Science.Teachers,.Postsecondary",Programming,0.25
"Psychology.Teachers,.Postsecondary",Programming,1
"Sociology.Teachers,.Postsecondary",Programming,0.5
"Health.Specialties.Teachers,.Postsecondary",Programming,0.5
"Nursing.Instructors.and.Teachers,.Postsecondary",Programming,1.12
"Education.Teachers,.Postsecondary",Programming,0.5
"Library.Science.Teachers,.Postsecondary",Programming,0.75
"Criminal.Justice.and.Law.Enforcement.Teachers,.Postsecondary",Programming,0.5
"Law.Teachers,.Postsecondary",Programming,0.75
"Social.Work.Teachers,.Postsecondary",Programming,1
"Art,.Drama,.and.Music.Teachers,.Postsecondary",Programming,0.38
"Communications.Teachers,.Postsecondary",Programming,0.62
"English.Language.and.Literature.Teachers,.Postsecondary",Programming,0.62
"Foreign.Language.and.Literature.Teachers,.Postsecondary",Programming,0.88
"History.Teachers,.Postsecondary",Programming,0.25
"Philosophy.and.Religion.Teachers,.Postsecondary",Programming,0.75
"Family.and.Consumer.Sciences.Teachers,.Postsecondary",Programming,0.75
"Recreation.and.Fitness.Studies.Teachers,.Postsecondary",Programming,0.38
"Career/Technical.Education.Teachers,.Postsecondary",Programming,0.62
"Preschool.Teachers,.Except.Special.Education",Programming,0
"Kindergarten.Teachers,.Except.Special.Education",Programming,0.5
"Elementary.School.Teachers,.Except.Special.Education",Programming,0.5
"Middle.School.Teachers,.Except.Special.and.Career/Technical.Education",Programming,0.62
"Career/Technical.Education.Teachers,.Middle.School",Programming,0.75
"Secondary.School.Teachers,.Except.Special.and.Career/Technical.Education",Programming,0.75
"Career/Technical.Education.Teachers,.Secondary.School",Programming,1
"Special.Education.Teachers,.Preschool",Programming,1
"Special.Education.Teachers,.Middle.School",Programming,0.75
"Special.Education.Teachers,.Secondary.School",Programming,1
Adapted.Physical.Education.Specialists,Programming,0.25
"Adult.Basic.Education,.Adult.Secondary.Education,.and.English.as.a.Second.Language.Instructors",Programming,0.62
Self-Enrichment.Teachers,Programming,0.75
Tutors,Programming,0.75
Archivists,Programming,0.88
Curators,Programming,1
Museum.Technicians.and.Conservators,Programming,0.62
Librarians.and.Media.Collections.Specialists,Programming,0.69
Library.Technicians,Programming,0.75
Farm.and.Home.Management.Educators,Programming,1.5
Instructional.Coordinators,Programming,0.62
"Teaching.Assistants,.Postsecondary",Programming,1
Art.Directors,Programming,0.88
Craft.Artists,Programming,0.5
"Fine.Artists,.Including.Painters,.Sculptors,.and.Illustrators",Programming,0.62
Special.Effects.Artists.and.Animators,Programming,1.62
Commercial.and.Industrial.Designers,Programming,1.5
Fashion.Designers,Programming,0.62
Floral.Designers,Programming,0.38
Graphic.Designers,Programming,0.75
Interior.Designers,Programming,0.88
Merchandise.Displayers.and.Window.Trimmers,Programming,0.5
Set.and.Exhibit.Designers,Programming,0.88
Actors,Programming,0
Producers.and.Directors,Programming,0.81
Media.Programming.Directors,Programming,0.38
Talent.Directors,Programming,0.62
Media.Technical.Directors/Managers,Programming,1.12
Athletes.and.Sports.Competitors,Programming,0
Coaches.and.Scouts,Programming,0.38
"Umpires,.Referees,.and.Other.Sports.Officials",Programming,0
Dancers,Programming,0
Choreographers,Programming,0.25
Music.Directors.and.Composers,Programming,0.62
Musicians.and.Singers,Programming,0
Broadcast.Announcers.and.Radio.Disc.Jockeys,Programming,0.38
"News.Analysts,.Reporters,.and.Journalists",Programming,0.75
Public.Relations.Specialists,Programming,0.5
Editors,Programming,0.75
Technical.Writers,Programming,0.38
Writers.and.Authors,Programming,0.62
"Poets,.Lyricists.and.Creative.Writers",Programming,0.62
Interpreters.and.Translators,Programming,0.12
Court.Reporters.and.Simultaneous.Captioners,Programming,0.12
Audio.and.Video.Technicians,Programming,1.25
Broadcast.Technicians,Programming,1.88
Sound.Engineering.Technicians,Programming,1
Photographers,Programming,0.62
"Camera.Operators,.Television,.Video,.and.Film",Programming,0.5
Film.and.Video.Editors,Programming,0.62
Chiropractors,Programming,0.5
"Dentists,.General",Programming,0.75
Oral.and.Maxillofacial.Surgeons,Programming,0.5
Orthodontists,Programming,0.25
Prosthodontists,Programming,0.62
Dietitians.and.Nutritionists,Programming,1
Optometrists,Programming,1.12
Pharmacists,Programming,0.75
Physician.Assistants,Programming,1.12
Anesthesiologist.Assistants,Programming,0.62
Podiatrists,Programming,0.75
Occupational.Therapists,Programming,1
"Low.Vision.Therapists,.Orientation.and.Mobility.Specialists,.and.Vision.Rehabilitation.Therapists",Programming,0.5
Physical.Therapists,Programming,0.88
Radiation.Therapists,Programming,1.12
Recreational.Therapists,Programming,0.75
Respiratory.Therapists,Programming,0.5
Speech-Language.Pathologists,Programming,0.88
Exercise.Physiologists,Programming,1.12
Art.Therapists,Programming,0.88
Music.Therapists,Programming,0.38
Veterinarians,Programming,0.25
Registered.Nurses,Programming,0.62
Acute.Care.Nurses,Programming,0.75
Advanced.Practice.Psychiatric.Nurses,Programming,0.5
Critical.Care.Nurses,Programming,0.88
Clinical.Nurse.Specialists,Programming,0.25
Nurse.Anesthetists,Programming,0.38
Nurse.Midwives,Programming,0.62
Nurse.Practitioners,Programming,0.5
Audiologists,Programming,1
Anesthesiologists,Programming,0.12
Dermatologists,Programming,1.12
Family.Medicine.Physicians,Programming,0.38
General.Internal.Medicine.Physicians,Programming,0.88
Neurologists,Programming,0.88
Obstetricians.and.Gynecologists,Programming,0.25
"Pediatricians,.General",Programming,0.5
"Physicians,.Pathologists",Programming,1.75
Psychiatrists,Programming,0.62
Radiologists,Programming,1
Allergists.and.Immunologists,Programming,0.88
Hospitalists,Programming,0.5
Urologists,Programming,1
Physical.Medicine.and.Rehabilitation.Physicians,Programming,0.88
Preventive.Medicine.Physicians,Programming,0.88
Sports.Medicine.Physicians,Programming,1.25
"Ophthalmologists,.Except.Pediatric",Programming,0.88
Acupuncturists,Programming,0.25
Dental.Hygienists,Programming,0.5
Naturopathic.Physicians,Programming,0.75
Orthoptists,Programming,0.75
Medical.and.Clinical.Laboratory.Technologists,Programming,1.88
Cytogenetic.Technologists,Programming,0.5
Cytotechnologists,Programming,1
Medical.and.Clinical.Laboratory.Technicians,Programming,1
Cardiovascular.Technologists.and.Technicians,Programming,0.62
Diagnostic.Medical.Sonographers,Programming,0.25
Nuclear.Medicine.Technologists,Programming,0.88
Radiologic.Technologists.and.Technicians,Programming,0.62
Magnetic.Resonance.Imaging.Technologists,Programming,0.88
Dietetic.Technicians,Programming,0.5
Pharmacy.Technicians,Programming,0.5
Psychiatric.Technicians,Programming,0.5
Surgical.Technologists,Programming,0.12
Veterinary.Technologists.and.Technicians,Programming,0.75
Ophthalmic.Medical.Technicians,Programming,0.5
Licensed.Practical.and.Licensed.Vocational.Nurses,Programming,0.25
"Opticians,.Dispensing",Programming,0.38
Orthotists.and.Prosthetists,Programming,0.75
Hearing.Aid.Specialists,Programming,0.62
Neurodiagnostic.Technologists,Programming,1.12
Ophthalmic.Medical.Technologists,Programming,0.88
Patient.Representatives,Programming,0.88
Athletic.Trainers,Programming,0.25
Genetic.Counselors,Programming,0.5
Surgical.Assistants,Programming,0.88
Midwives,Programming,0.75
Home.Health.Aides,Programming,0
Personal.Care.Aides,Programming,0
Nursing.Assistants,Programming,0
Orderlies,Programming,0
Psychiatric.Aides,Programming,0
Occupational.Therapy.Assistants,Programming,0.38
Occupational.Therapy.Aides,Programming,0.12
Physical.Therapist.Assistants,Programming,1
Physical.Therapist.Aides,Programming,0.25
Massage.Therapists,Programming,0
Dental.Assistants,Programming,0.38
Medical.Assistants,Programming,0.62
Medical.Equipment.Preparers,Programming,0.75
Medical.Transcriptionists,Programming,0.5
Pharmacy.Aides,Programming,0.5
Veterinary.Assistants.and.Laboratory.Animal.Caretakers,Programming,0.38
Phlebotomists,Programming,0.62
Speech-Language.Pathology.Assistants,Programming,0.38
Endoscopy.Technicians,Programming,0.38
First-Line.Supervisors.of.Correctional.Officers,Programming,0.5
First-Line.Supervisors.of.Police.and.Detectives,Programming,1
First-Line.Supervisors.of.Firefighting.and.Prevention.Workers,Programming,0.56
Firefighters,Programming,0.25
Fire.Inspectors.and.Investigators,Programming,0.88
Forest.Fire.Inspectors.and.Prevention.Specialists,Programming,0.62
Bailiffs,Programming,0.25
Correctional.Officers.and.Jailers,Programming,0.5
Detectives.and.Criminal.Investigators,Programming,0.81
Police.Identification.and.Records.Officers,Programming,0.62
Intelligence.Analysts,Programming,2
Fish.and.Game.Wardens,Programming,0.5
Parking.Enforcement.Workers,Programming,0.75
Police.and.Sheriff's.Patrol.Officers,Programming,0.38
Customs.and.Border.Protection.Officers,Programming,0.5
Transit.and.Railroad.Police,Programming,0.75
Animal.Control.Workers,Programming,0.38
Private.Detectives.and.Investigators,Programming,1
Gambling.Surveillance.Officers.and.Gambling.Investigators,Programming,0.38
Security.Guards,Programming,0
Crossing.Guards.and.Flaggers,Programming,0
"Lifeguards,.Ski.Patrol,.and.Other.Recreational.Protective.Service.Workers",Programming,0
Transportation.Security.Screeners,Programming,0.88
Retail.Loss.Prevention.Specialists,Programming,1
Chefs.and.Head.Cooks,Programming,0.5
First-Line.Supervisors.of.Food.Preparation.and.Serving.Workers,Programming,0.38
"Cooks,.Fast.Food",Programming,0
"Cooks,.Institution.and.Cafeteria",Programming,0
"Cooks,.Private.Household",Programming,0.25
"Cooks,.Restaurant",Programming,0.12
"Cooks,.Short.Order",Programming,0.12
Food.Preparation.Workers,Programming,0
Bartenders,Programming,0.25
Fast.Food.and.Counter.Workers,Programming,0.06
Baristas,Programming,0
Waiters.and.Waitresses,Programming,0.12
"Food.Servers,.Nonrestaurant",Programming,0.12
Dining.Room.and.Cafeteria.Attendants.and.Bartender.Helpers,Programming,0.12
Dishwashers,Programming,0
"Hosts.and.Hostesses,.Restaurant,.Lounge,.and.Coffee.Shop",Programming,0.25
First-Line.Supervisors.of.Housekeeping.and.Janitorial.Workers,Programming,0
"First-Line.Supervisors.of.Landscaping,.Lawn.Service,.and.Groundskeeping.Workers",Programming,0.75
"Janitors.and.Cleaners,.Except.Maids.and.Housekeeping.Cleaners",Programming,0
Maids.and.Housekeeping.Cleaners,Programming,0
Pest.Control.Workers,Programming,0
Landscaping.and.Groundskeeping.Workers,Programming,0
"Pesticide.Handlers,.Sprayers,.and.Applicators,.Vegetation",Programming,0
Tree.Trimmers.and.Pruners,Programming,0
First-Line.Supervisors.of.Gambling.Services.Workers,Programming,0.25
First-Line.Supervisors.of.Personal.Service.Workers,Programming,0.38
Animal.Trainers,Programming,0.12
Animal.Caretakers,Programming,0.25
Gambling.Dealers,Programming,0
Gambling.and.Sports.Book.Writers.and.Runners,Programming,0.38
Motion.Picture.Projectionists,Programming,0.62
"Ushers,.Lobby.Attendants,.and.Ticket.Takers",Programming,0.38
Amusement.and.Recreation.Attendants,Programming,0.25
Costume.Attendants,Programming,0
"Locker.Room,.Coatroom,.and.Dressing.Room.Attendants",Programming,0
Embalmers,Programming,0.25
Funeral.Attendants,Programming,0.12
"Morticians,.Undertakers,.and.Funeral.Arrangers",Programming,0.5
Barbers,Programming,0
"Hairdressers,.Hairstylists,.and.Cosmetologists",Programming,0.38
"Makeup.Artists,.Theatrical.and.Performance",Programming,0.25
Manicurists.and.Pedicurists,Programming,0
Shampooers,Programming,0
Skincare.Specialists,Programming,0
Baggage.Porters.and.Bellhops,Programming,0.25
Concierges,Programming,0.38
Tour.Guides.and.Escorts,Programming,0
Travel.Guides,Programming,0.88
Childcare.Workers,Programming,0
Nannies,Programming,0
Exercise.Trainers.and.Group.Fitness.Instructors,Programming,0.25
Recreation.Workers,Programming,0.38
Residential.Advisors,Programming,0.5
First-Line.Supervisors.of.Retail.Sales.Workers,Programming,1
First-Line.Supervisors.of.Non-Retail.Sales.Workers,Programming,0.62
Cashiers,Programming,0.12
Gambling.Change.Persons.and.Booth.Cashiers,Programming,0.38
Counter.and.Rental.Clerks,Programming,0.5
Parts.Salespersons,Programming,0.62
Retail.Salespersons,Programming,0.25
Advertising.Sales.Agents,Programming,1.12
Insurance.Sales.Agents,Programming,0.75
"Securities,.Commodities,.and.Financial.Services.Sales.Agents",Programming,1.16
Travel.Agents,Programming,0.75
"Sales.Representatives,.Wholesale.and.Manufacturing,.Technical.and.Scientific.Products",Programming,1
Solar.Sales.Representatives.and.Assessors,Programming,0.75
"Sales.Representatives,.Wholesale.and.Manufacturing,.Except.Technical.and.Scientific.Products",Programming,0.5
Demonstrators.and.Product.Promoters,Programming,0.12
Models,Programming,0
